"PVWatts: Hourly PV Performance Data"
"Requested Location:","Swan Island, Portland, OR 97217"
"Location:","Lat, Lon: 45.57, -122.7"
"Lat (deg N):","45.57"
"Long (deg W):","122.7"
"Elev (m):","46.150001525879"
"DC System Size (kW):","221.36"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.085"
"Capacity Factor (%)","12.7"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","19","9","7","173","10","1","173.647","14.25","34679.551","32731.238"
"3","19","10","181","288","11","1","455.212","24.194","86773.391","83401.094"
"3","19","11","113","321","11","1","435.79","24.958","82869.039","79617.953"
"3","19","12","33","281","11","1","320.742","21.298","62057.355","59412.766"
"3","19","13","0","145","10","1","139.719","13.893","27960.701","26165.629"
"3","19","14","0","99","10","1","94.363","11.373","19096.611","17493.07"
"3","19","15","0","90","9","1","85.762","9.809","17475.799","15905.971"
"3","19","16","0","90","7","0","86.591","8.408","17753.291","16177.721"
"3","19","17","0","17","7","0","16.095","4.607","3354.559","2061.344"
"3","19","18","0","0","6","0","0","6","0","0"
"3","19","19","0","0","6","0","0","6","0","0"
"3","19","20","0","0","6","0","0","6","0","0"
"3","19","21","0","0","6","0","0","6","0","0"
"3","19","22","0","0","5","0","0","5","0","0"
"3","19","23","0","0","5","1","0","5","0","0"
"3","20","0","0","0","5","1","0","5","0","0"
"3","20","1","0","0","5","1","0","5","0","0"
"3","20","2","0","0","5","0","0","5","0","0"
"3","20","3","0","0","5","0","0","5","0","0"
"3","20","4","0","0","4","0","0","4","0","0"
"3","20","5","0","0","4","0","0","4","0","0"
"3","20","6","0","17","4","0","16.117","0.269","3421.537","2127.083"
"3","20","7","476","65","4","0","208.36","10.031","36994.504","34991.785"
"3","20","8","664","94","4","0","440.09","21.058","81677.141","78462.594"
"3","20","9","367","202","5","1","468.941","20.114","90468.438","86979.273"
"3","20","10","0","112","5","1","107.076","8.655","21929.578","20266.139"
"3","20","11","855","126","6","1","914.368","32.856","167266.031","160871.859"
"3","20","12","0","80","7","1","76.127","12.067","15358.841","13832.438"
"3","20","13","0","42","6","1","39.913","5.082","8301.888","6915.257"
"3","20","14","0","159","6","1","153.999","8.781","31522.27","29646.832"
"3","20","15","384","174","5","1","430.547","17.466","83579.75","80306.773"
"3","20","16","625","83","4","0","356.144","19.873","64724.934","62006.332"
"3","20","17","349","52","3","0","124.207","9.554","20830.043","19189.996"
"3","20","18","0","0","1","0","0","1","0","0"
"3","20","19","0","0","0","0","0","0","0","0"
"3","20","20","0","0","0","0","0","0","0","0"
"3","20","21","0","0","0","0","0","0","0","0"
"3","20","22","0","0","0","0","0","0","0","0"
"3","20","23","0","0","0","0","0","0","0","0"
"3","21","0","0","0","0","0","0","0","0","0"
"3","21","1","0","0","0","0","0","0","0","0"
"3","21","2","0","0","0","0","0","0","0","0"
"3","21","3","0","0","0","0","0","0","0","0"
"3","21","4","0","0","0","0","0","0","0","0"
"3","21","5","0","0","0","0","0","0","0","0"
"3","21","6","112","16","1","0","26.086","-2.397","4360.562","3048.657"
"3","21","7","517","59","3","0","215.92","9.467","38212.469","36180.793"
"3","21","8","703","81","4","0","448.042","21.404","82939.273","79686.023"
"3","21","9","797","93","6","0","654.26","32.038","118778.82","114324.445"
"3","21","10","851","99","7","0","814.255","39.309","143911.578","138496.922"
"3","21","11","867","107","8","0","899.753","43.712","155876.328","149970.344"
"3","21","12","613","213","9","0","812.439","42.484","141718.313","136391.328"
"3","21","13","863","102","10","0","868.999","44.593","149773.313","144120.703"
"3","21","14","620","161","10","0","666.389","38.775","117923.031","113499.641"
"3","21","15","545","139","9","0","492.148","31.024","89363.516","85909.516"
"3","21","16","365","108","8","0","272.532","21.248","50071.039","47745.492"
"3","21","17","296","47","6","0","109.147","10.96","18331.982","16744.396"
"3","21","18","0","0","5","0","0","5","0","0"
"3","21","19","0","0","4","0","0","4","0","0"
"3","21","20","0","0","4","0","0","4","0","0"
"3","21","21","0","0","4","0","0","4","0","0"
"3","21","22","0","0","4","0","0","4","0","0"
"3","21","23","0","0","4","0","0","4","0","0"
"3","22","0","0","0","4","0","0","4","0","0"
"3","22","1","0","0","4","0","0","4","0","0"
"3","22","2","0","0","4","0","0","4","0","0"
"3","22","3","0","0","4","0","0","4","0","0"
"3","22","4","0","0","3","0","0","3","0","0"
"3","22","5","0","0","3","0","0","3","0","0"
"3","22","6","0","15","4","0","14.211","0.165","3018.367","1731.365"
"3","22","7","207","81","5","0","145.637","8.081","27565.545","25779.268"
"3","22","8","310","147","7","0","314.125","18.708","59880.27","57295.273"
"3","22","9","264","227","9","0","428.091","26.266","80423.406","77247.055"
"3","22","10","796","124","10","0","799.859","40.271","140724.688","135437.172"
"3","22","11","510","246","10","1","741.99","34.64","134609.844","129561.922"
"3","22","12","365","307","10","0","675.487","38.28","120393.898","115880.734"
"3","22","13","489","245","10","0","708.361","38.912","125755.922","121044.711"
"3","22","14","122","273","9","0","384.63","27.754","72081.859","69153.461"
"3","22","15","12","169","9","0","172.358","17.555","33891.453","31961.477"
"3","22","16","0","81","8","0","77.448","10.336","15745.295","14211.016"
"3","22","17","0","21","7","0","19.89","4.693","4144.028","2836.16"
"3","22","18","0","0","6","0","0","6","0","0"
"3","22","19","0","0","5","0","0","5","0","0"
"3","22","20","0","0","5","0","0","5","0","0"
"3","22","21","0","0","4","0","0","4","0","0"
"3","22","22","0","0","4","0","0","4","0","0"
"3","22","23","0","0","3","0","0","3","0","0"
"3","23","0","0","0","3","0","0","3","0","0"
"3","23","1","0","0","3","0","0","3","0","0"
"3","23","2","0","0","3","0","0","3","0","0"
"3","23","3","0","0","4","0","0","4","0","0"
"3","23","4","0","0","4","0","0","4","0","0"
"3","23","5","0","0","4","0","0","4","0","0"
"3","23","6","0","20","5","0","18.968","1.423","4007.251","2701.929"
"3","23","7","264","80","7","0","165.334","11.109","30585.209","28731.105"
"3","23","8","275","155","9","0","305.926","20.536","57995.59","55461.59"
"3","23","9","216","236","10","0","397.762","26.093","74853.594","71843.992"
"3","23","10","258","290","11","0","531.514","32.339","97445.328","93729.75"
"3","23","11","77","321","12","0","403.194","29.915","74895.883","71885.031"
"3","23","12","36","294","12","0","336.972","26.649","63586.887","60899.992"
"3","23","13","0","160","13","0","154.551","20.307","30042.785","28200.969"
"3","23","14","0","167","12","1","161.865","15.729","32126.998","30237.723"
"3","23","15","0","69","11","0","65.552","12.617","13193.18","11710.486"
"3","23","16","0","42","11","0","39.836","9.626","8123.995","6740.788"
"3","23","17","0","26","10","0","24.639","7.421","5073.391","3748.149"
"3","23","18","0","0","10","0","0","10","0","0"
"3","23","19","0","0","10","0","0","10","0","0"
"3","23","20","0","0","9","0","0","9","0","0"
"3","23","21","0","0","9","0","0","9","0","0"
"3","23","22","0","0","9","0","0","9","0","0"
"3","23","23","0","0","9","0","0","9","0","0"
"3","24","0","0","0","9","0","0","9","0","0"
"3","24","1","0","0","9","0","0","9","0","0"
"3","24","2","0","0","9","0","0","9","0","0"
"3","24","3","0","0","9","0","0","9","0","0"
"3","24","4","0","0","9","0","0","9","0","0"
"3","24","5","0","0","9","1","0","9","0","0"
"3","24","6","0","1","9","1","0.944","6.359","195.367","0"
"3","24","7","0","13","10","1","12.304","7.775","2529.572","1251.568"
"3","24","8","0","116","11","1","111.79","12.253","22535.33","20858.924"
"3","24","9","0","157","11","1","152.079","14.159","30397.936","28548.08"
"3","24","10","1","168","12","1","163.465","15.763","32438.842","30542.408"
"3","24","11","0","133","13","1","127.677","15.653","25349.918","23612.514"
"3","24","12","3","175","13","1","172.229","16.929","33998.82","32066.352"
"3","24","13","0","30","13","1","28.505","12.379","5743.018","4405.174"
"3","24","14","19","221","13","1","231.582","18.343","45403.703","43196.402"
"3","24","15","50","199","12","1","232.77","18.445","45485.262","43275.922"
"3","24","16","0","42","11","1","39.836","11.072","8072.532","6690.315"
"3","24","17","0","5","11","1","4.727","8.771","967.67","0"
"3","24","18","0","0","10","1","0","10","0","0"
"3","24","19","0","0","10","0","0","10","0","0"
"3","24","20","0","0","9","0","0","9","0","0"
"3","24","21","0","0","8","0","0","8","0","0"
"3","24","22","0","0","8","0","0","8","0","0"
"3","24","23","0","0","7","0","0","7","0","0"
"3","25","0","0","0","6","0","0","6","0","0"
"3","25","1","0","0","6","0","0","6","0","0"
"3","25","2","0","0","5","0","0","5","0","0"
"3","25","3","0","0","5","0","0","5","0","0"
"3","25","4","0","0","5","0","0","5","0","0"
"3","25","5","0","0","5","0","0","5","0","0"
"3","25","6","133","25","5","0","37.211","2.35","6377.232","5027.391"
"3","25","7","528","69","6","0","237.557","13.534","41960.328","39838.117"
"3","25","8","0","69","6","0","65.541","8.634","13424.226","11936.902"
"3","25","9","823","99","7","0","690.043","31.567","125744.305","121033.523"
"3","25","10","44","272","8","0","315.929","24.33","60250.363","57655.285"
"3","25","11","903","109","9","0","944.488","43.174","164120.234","157862.906"
"3","25","12","595","230","10","0","816.264","43.747","141487.031","136169.25"
"3","25","13","149","330","11","0","484.834","33.651","88417.422","84993.391"
"3","25","14","175","282","11","0","435.197","29.724","80765.406","77578.656"
"3","25","15","830","82","11","0","612.83","35.284","108653.258","104558.273"
"3","25","16","722","68","10","0","385.641","28.028","67305.93","64514.676"
"3","25","17","499","45","9","0","150.754","16.743","23572.354","21873.613"
"3","25","18","0","0","7","0","0","7","0","0"
"3","25","19","0","0","5","0","0","5","0","0"
"3","25","20","0","0","4","0","0","4","0","0"
"3","25","21","0","0","3","0","0","3","0","0"
"3","25","22","0","0","2","0","0","2","0","0"
"3","25","23","0","0","2","0","0","2","0","0"
"3","26","0","0","0","2","0","0","2","0","0"
"3","26","1","0","0","2","0","0","2","0","0"
"3","26","2","0","0","2","0","0","2","0","0"
"3","26","3","0","0","2","0","0","2","0","0"
"3","26","4","0","0","2","0","0","2","0","0"
"3","26","5","0","0","2","0","0","2","0","0"
"3","26","6","0","1","3","0","0.944","-1.44","201.958","0"
"3","26","7","0","40","5","0","37.936","2.198","7988.335","6607.737"
"3","26","8","452","134","7","0","383.989","20.391","72411.172","69473.188"
"3","26","9","389","214","8","0","503.772","28.458","93579.023","89989.836"
"3","26","10","0","110","9","0","105.058","16.148","20812.426","19172.754"
"3","26","11","0","88","10","0","83.768","11.671","16930.076","15371.508"
"3","26","12","79","338","11","0","424.704","26.235","80295.414","77122.945"
"3","26","13","10","219","10","0","222.78","20.76","43212.289","41059.352"
"3","26","14","0","148","9","0","142.638","14.711","28440.479","26634.693"
"3","26","15","0","38","8","0","36.06","7.976","7407.179","6037.721"
"3","26","16","0","52","6","1","49.349","5.167","10260.66","8836.002"
"3","26","17","0","46","5","1","43.801","4.034","9151.516","7748.463"
"3","26","18","0","0","5","1","0","5","0","0"
"3","26","19","0","0","4","1","0","4","0","0"
"3","26","20","0","0","4","1","0","4","0","0"
"3","26","21","0","0","4","1","0","4","0","0"
"3","26","22","0","0","3","0","0","3","0","0"
"3","26","23","0","0","3","0","0","3","0","0"
"3","27","0","0","0","2","0","0","2","0","0"
"3","27","1","0","0","2","0","0","2","0","0"
"3","27","2","0","0","2","0","0","2","0","0"
"3","27","3","0","0","3","0","0","3","0","0"
"3","27","4","0","0","3","0","0","3","0","0"
"3","27","5","0","0","3","0","0","3","0","0"
"3","27","6","0","3","3","0","2.835","-1.382","605.976","0"
"3","27","7","0","22","3","0","20.837","-0.61","4440.105","3126.716"
"3","27","8","0","45","4","0","42.699","1.707","9010.05","7609.739"
"3","27","9","0","43","4","1","40.83","2.872","8573.15","7181.289"
"3","27","10","0","65","5","1","61.808","4.605","12882.215","11405.737"
"3","27","11","0","72","6","1","68.511","5.979","14195.23","12692.401"
"3","27","12","0","114","6","1","108.994","7.414","22443.307","20768.873"
"3","27","13","166","334","7","1","504.107","21.495","97406.695","93692.391"
"3","27","14","399","246","6","1","579.173","24.746","109907.328","105768.688"
"3","27","15","390","186","6","1","450.314","21.184","86065.695","82715.547"
"3","27","16","0","108","5","0","104.05","11.679","21028.449","19384.197"
"3","27","17","0","50","3","0","47.676","3.008","10004.888","8585.229"
"3","27","18","0","0","2","0","0","2","0","0"
"3","27","19","0","0","1","0","0","1","0","0"
"3","27","20","0","0","1","0","0","1","0","0"
"3","27","21","0","0","1","0","0","1","0","0"
"3","27","22","0","0","1","0","0","1","0","0"
"3","27","23","0","0","1","0","0","1","0","0"
"3","28","0","0","0","1","0","0","1","0","0"
"3","28","1","0","0","1","0","0","1","0","0"
"3","28","2","0","0","0","0","0","0","0","0"
"3","28","3","0","0","0","0","0","0","0","0"
"3","28","4","0","0","0","0","0","0","0","0"
"3","28","5","0","0","0","0","0","0","0","0"
"3","28","6","0","18","2","0","17.057","-1.788","3652.496","2353.763"
"3","28","7","0","83","4","0","79.708","3.397","16699.154","15145.338"
"3","28","8","198","176","5","0","286.427","15.014","56077.84","53595.176"
"3","28","9","14","199","6","0","204.184","14.846","40662.789","38572.164"
"3","28","10","87","303","7","0","385.321","21.924","74297.859","71304.633"
"3","28","11","233","343","8","0","580.596","31.06","107240.234","103194.148"
"3","28","12","416","305","9","0","734.867","38.237","131020.922","126110.938"
"3","28","13","879","113","10","0","914.747","45.527","156965.516","151013.719"
"3","28","14","845","106","10","0","786.967","42.709","136496.281","131375.063"
"3","28","15","774","98","10","0","599.256","36.181","105942.961","101941.5"
"3","28","16","640","73","9","0","359.532","26.1","63640.777","60952.387"
"3","28","17","48","64","7","0","72.318","11.466","14019.642","12520.353"
"3","28","18","0","0","5","0","0","5","0","0"
"3","28","19","0","0","4","0","0","4","0","0"
"3","28","20","0","0","4","0","0","4","0","0"
"3","28","21","0","0","3","0","0","3","0","0"
"3","28","22","0","0","2","0","0","2","0","0"
"3","28","23","0","0","1","0","0","1","0","0"
"3","29","0","0","0","1","0","0","1","0","0"
"3","29","1","0","0","1","0","0","1","0","0"
"3","29","2","0","0","0","0","0","0","0","0"
"3","29","3","0","0","0","0","0","0","0","0"
"3","29","4","0","0","0","0","0","0","0","0"
"3","29","5","0","0","0","0","0","0","0","0"
"3","29","6","201","32","2","0","50.132","-0.263","8422.388","7033.435"
"3","29","7","534","75","5","0","253.68","13.343","45388.563","43181.641"
"3","29","8","697","98","8","1","483.735","22.547","89869.516","86399.438"
"3","29","9","460","203","11","1","553.793","28.664","102769.57","98876.164"
"3","29","10","826","126","13","1","844.383","39.322","149391.813","143754.859"
"3","29","11","818","148","14","0","926.018","50.05","155265.484","149385.125"
"3","29","12","795","163","15","0","939.123","51.762","156064.547","150150.672"
"3","29","13","526","250","16","0","752.567","47.266","128022.867","123226.602"
"3","29","14","489","220","16","0","631.74","42.534","109840.164","105703.867"
"3","29","15","773","85","16","0","585.798","40.358","101395.617","97548.523"
"3","29","16","222","139","14","0","242.012","26.691","44155.258","41979.016"
"3","29","17","0","61","12","0","58.354","14.47","11647.795","10195.85"
"3","29","18","0","0","10","0","0","10","0","0"
"3","29","19","0","0","9","0","0","9","0","0"
"3","29","20","0","0","8","0","0","8","0","0"
"3","29","21","0","0","8","0","0","8","0","0"
"3","29","22","0","0","7","0","0","7","0","0"
"3","29","23","0","0","7","0","0","7","0","0"
"3","30","0","0","0","6","0","0","6","0","0"
"3","30","1","0","0","6","0","0","6","0","0"
"3","30","2","0","0","5","0","0","5","0","0"
"3","30","3","0","0","5","0","0","5","0","0"
"3","30","4","0","0","4","0","0","4","0","0"
"3","30","5","0","0","4","0","0","4","0","0"
"3","30","6","250","31","6","0","55.133","4.111","8716.261","7321.635"
"3","30","7","341","89","8","0","205.858","14.378","37645.113","35626.953"
"3","30","8","0","108","10","0","103.468","13.811","20713.674","19076.094"
"3","30","9","502","192","11","0","573.38","31.669","104853.234","100889.055"
"3","30","10","14","233","12","0","239.863","24.567","45706.098","43491.238"
"3","30","11","375","317","13","1","694.248","33.65","126615.453","121872.086"
"3","30","12","81","347","14","1","435.803","28.983","81325.82","78122"
"3","30","13","407","296","13","1","687.036","34.3","124852.906","120175.359"
"3","30","14","250","285","13","0","506.121","35.335","91370.867","87852.836"
"3","30","15","151","225","12","0","329.44","27.2","61601.277","58969.23"
"3","30","16","126","146","11","0","203.837","20.174","38770.777","36725.75"
"3","30","17","0","17","10","0","16.093","10.174","3274.139","1982.412"
"3","30","18","0","0","9","0","0","9","0","0"
"3","30","19","0","0","9","0","0","9","0","0"
"3","30","20","0","0","9","0","0","9","0","0"
"3","30","21","0","0","8","0","0","8","0","0"
"3","30","22","0","0","8","0","0","8","0","0"
"3","30","23","0","0","8","0","0","8","0","0"
"3","31","0","0","0","8","0","0","8","0","0"
"3","31","1","0","0","7","0","0","7","0","0"
"3","31","2","0","0","7","0","0","7","0","0"
"3","31","3","0","0","7","0","0","7","0","0"
"3","31","4","0","0","7","0","0","7","0","0"
"3","31","5","0","0","7","0","0","7","0","0"
"3","31","6","0","3","7","0","2.835","2.746","595.547","0"
"3","31","7","0","48","8","0","45.545","5.72","9447.208","8038.414"
